Place,HelmName,Fleet,Status
1,Daniel Borgelind,,Gold Fleet
2,Anders Bjorkqvist,,Gold Fleet
3,David Garrel,,Pro Fleet
4,Martyn Ogier,,Pro Fleet
5,Torsten Mallon,,Pro Fleet
