Place,HelmName,Fleet,Status
1,Adrian Wallis,,Gold Fleet
2,Torsten Mallon,,Gold Fleet
3,Dave Strudwick,,Gold Fleet
4,Gavin Nicholson,,Amateur
5,Nic Dodd,,Gold Fleet
6,Martin Allman,,Amateur
7,Michael Roberts,,Amateur
