Place,HelmName,Fleet,Status
1,Martyn Ogier,,Pro Fleet
2,David Garrel,,Pro Fleet
3,Alain De Gendt,,Gold Fleet
4,Daniel Borgelind,,Gold Fleet
5,Torsten Mallon,,Pro Fleet
6,Patrick Van Hoof,,Pro Fleet
7,Anders Bjorkqvist,,Gold Fleet
8,Jeroen Van Hoydonck,,Gold Fleet
