Place,HelmName,Fleet,Status
1,David Garrel,,Pro Fleet
2,Martyn Ogier,,Pro Fleet
3,Patrick Van Hoof,,Pro Fleet
4,Torsten Mallon,,Pro Fleet
5,Daniel Borgelind,,Gold Fleet
6,Anders Bjorkqvist,,Gold Fleet
