Place,HelmName,Fleet,Status
1,Anders Bjorkqvist,,Gold Fleet
2,Daniel Borgelind,,Gold Fleet
3,Torsten Mallon,,Pro Fleet
4,Martyn Ogier,,Pro Fleet
5,David Garrel,,Pro Fleet
