Place,HelmName,Fleet,Status
1,Torsten Mallon,,Pro Fleet
2,Daniel Borgelind,,Gold Fleet
3,Jeroen Van Hoydonck,,Gold Fleet
4,Johan Gelander,,Pro Fleet
