Place,HelmName,Fleet,Status
1,David Garrel,,Pro Fleet
2,Torsten Mallon,,Pro Fleet
3,Martyn Ogier,,Pro Fleet
4,Daniel Borgelind,,Gold Fleet
5,Patrick Van Hoof,,Pro Fleet
6,Alain De Gendt,,Gold Fleet
7,Johan Gelander,,Pro Fleet
8,Anders Bjorkqvist,,Gold Fleet
9,Jeroen Van Hoydonck,,Gold Fleet
