Place,HelmName,Fleet,Status
1,Torsten Mallon,,Gold Fleet
2,Christian Body,,Youth Fleet
3,Adrian Wallis,,Gold Fleet
4,Gavin Nicholson,,Amateur
5,Henry Bloodworth,,Youth Fleet
6,Nic Dodd,,Gold Fleet
