Place,HelmName,Fleet,Status
1,Daniel Borgelind,,Gold Fleet
2,Torsten Mallon,,Pro Fleet
3,Martyn Ogier,,Pro Fleet
4,Patrick Van Hoof,,Pro Fleet
5,Anders Bjorkqvist,,Gold Fleet
6,Johan Gelander,,Pro Fleet
7,David Garrel,,Pro Fleet
