Place,HelmName,Fleet,Status
1,Adrian Wallis,,Gold Fleet
2,Torsten Mallon,,Gold Fleet
3,Gavin Nicholson,,Amateur
4,Michael George,,Gold Fleet
5,Dave Strudwick,,Gold Fleet
