Place,HelmName,Fleet,Status
1,David Garrel,,Pro Fleet
2,Daniel Borgelind,,Gold Fleet
3,Martyn Ogier,,Pro Fleet
4,Torsten Mallon,,Pro Fleet
5,Anders Bjorkqvist,,Gold Fleet
